user,sentiment,topic,comment_text
@precioustendo5167,-0.4168,2,People seem to forget this man’s origins. Of course he would do that many times over. Someone needs to remind him he is not in  Pretoria S Africa. In the 90s!Hate is real!!
@DinoKrlic,0.6166,2,FREE PALESTINE is all I got to say
@xivwwp,0.0,0,We’re so back
@joemo,0.0,2,"""Remember, do the American salute, ok? Elon? The AMERICAN one."""
@kkaka26,-0.5267,0,Bro wth is going on
@Ferigore,0.0,1,"""funny""meme mans final form"
@Lowprofilezlyfestylez94,0.0,2,"Everyone’s such a baby, he didn’t even do it right anyways"
@brennanrinehart1955,0.0,2,WHAT ARE WE TALKING ABOUT
@chykcha,0.6369,0,Bahahaha I love it
@محمدسردارابادی-ج7ز,0.8711,0,"Hello, Mr. Elon Musk, I'm not a fan of Pach Khari, but if the sanctions on Iran are lifted, you will help the people of Iran and I love you."
@basharrahim4170,0.3724,2,I see nothing wrong
@goonking420,-0.6369,0,America is doomed
@gracynonline,-0.676,0,As an American who did not vote for Trump I promise we do not all love him! A lot of us are really scared
@ezOqekuRitusohI,0.4404,2,Still better than the British Monarchy.
@GavinMcDougall-r3f,0.4019,1,"Why is this described as ""appears""? We all saw what we saw. Given his support of extreme right-wing groups in more than one country, there really isn't any plausible deniabilty."
@liamhunter2000,0.0,1,"2a, buy, train, prepare. Time for talk is over."
@frank1934,0.0,0,Common Elon W
@sourashisadhikary251,-0.5562,0,How dare he insult me!?
@Lazer-Star,0.6369,2,"""Elon, the script told you to make a heart with your hands."""
@marcchadwick4271Mrbluesky,0.6369,2,He says my heart goes out to you nothing more
@Free.Britney,0.0,1,Oh no. Is Elon Far Right now
@offbeat65,-0.2755,2,"Don't thank. We know it didn't happen, and you will soon be in handcuffs."
@asken5139,0.0,0,"3,2,1,.....Fascism."
@Your_a_bit_nosey,-0.4184,2,The mainstream media give him way to much oxygen!! There’s no Oxygen on Mars
@evaspook1252,-0.8057,0,Unacceptable!!!!!!! Shame on the USA.
@tippietoe8426,0.7351,2,Super heros give that sign before going into power mode.. I can't believe people
@KAS_random,0.6369,0,his ancestors got the best of him
@WlLKO,-0.6053,2,It’s just a mistake from an awkward nerd. Nothing more. Certainly doesn’t look great! A silly mistake.
@nero9729,0.0,2,I think people are overreacting
@FirearmsGunGear,-0.4939,2,It's a Bellamy salute you fools
@Anything.is.Possible,0.2584,1,Remember his IQ is genius so he knew exactly what it meant make no mistake. He became a trillionaire by moving money out of your pocket into his.
@RandomPeasant123,0.0,2,"How come this hasn't been made into a GIF yet? 
All you GIF makers out there, it's time to get to work!"
@pixie_sparkle74,0.3818,2,He did it's clear what he did
@cwilsonsr7263,0.0,2,That was the hardest salute I've ever seen
@starsroof_1633,-0.1531,1,that's such an awkward movement he makes
@gloe9362,0.4404,1,"I thought it was funny,"
@user-j9t7f8-cf9p,0.0,1,Afrikaner Resistance Movement
@imnotsure_yt4702,0.0,0,wolfenstein in real life
@gusv6136,0.0,2,He thinks hes German
@anniegoulaheee8025,0.0,1,Appears? no. DOES. Is  the word you are fishing for.
@ryneagheilim9782,0.837,0,"Yay Elon

Yay Elon!!

Elon??

Why Elon?"
@emilyds1276,0.0,0,haircut
@thesunman,0.0,0,whats he doing in politics America is a plutocracy
@user-xm8gp3dy2j,0.6476,1,He knew what he was doing. He claims to be the smartest man in the world right? Don't tell all of us that he did not know what he did on stage for millions of us to see! All this sane splaining....has to stop.l
@lewisj3336,0.0772,2,He’s thanking the crowd  mainstream media are stressed about Elon it’s hilarious.
@yuminglover,0.0,0,아니 얘는 춤도 이상하게 추는데 … 몸짓이 정돈되게 나오는 사람이 아님 ㅋㅋㅋㅋㅋㅋ
@fk3239,-0.1419,0,"I don't like Musk, but that's not what that was."
@jamesmehaffey7611,0.0,0,Ummm..Elon??? Yea....ummm...
@GhostMarine777,-0.2755,2,As much as I don't like Elon he didn't do a salute
@Sompun-e7i,0.0,2,I knew this going to happen.The left and the democrat going bonkers with this.
@harrisonmorris1394,-0.7289,1,"All the people i know that voted for him, dont care about this stuff. And im gonna get off here and never read your comments, so be mad.  But its the truth, no one cares"
@JoelPersson-zi8jr,0.1511,0,Hail Musk!
@morgs456,0.0,0,What a legend
@robertmarley2799,-0.7906,2,"Didn't Trump say it's the death penalty for all anti-Semites? To my friends, anything, to my enemies, the law."
@planetcoco1,0.0,0,
@ElvinaIvy-m4f,0.4574,2,Trump’s influence on crypto markets is undeniable. Adaxum token could ride this wave straight to the top!
@SirHargreeves,0.8738,2,He grabs his heart and throws it out to the crowd. Then says ‘My heart goes out to you’. It’s really not that hard to see what happened. Elon derangement syndrome?
@Matthew.P.,0.0,0,Elon von Braun
@Augustus-t5r,0.3182,2,Cool Roman salute
@Cecile33369,0.0772,2,These pople love war.
@jkoerner7940,0.4215,1,Lol
@AaronMunroe-rw8re,0.0,0,HAHAHAHAHHAHA
@kimmarsh5387,0.296,1,Yep now he has the power and lots of federal funds.
@DarkMagician225,0.0,0,Jean-Baptiste Emanuel Zorg
@UnwellEuropean,0.0,0,It's so over
@HistoriaAoT,0.0,1,Flyng to America to live
@contrapasso1539,0.7184,2,"He literally says ""my heart goes out to you"", he's just reaching for the audience..
People read way too much into this"
@thomaspynchon3100,0.0,0,
@mr.papagiorgio1199,0.0772,0,Hail hydra
@schoeibsabri2283,0.0,0,JAWOHL KAMERADEN!!!! STRAMM GESTANDEN!!!!
@Wezzly_official,0.0,0,W elon
@sws5899,0.0,0,Adolescent with ADHD
@Commentcrusader,0.6249,2,Thanks you elon for making it ok for us again to salute
@Eldritchish,0.4215,2,Lol at the sound he makes when heiling
@petruspaulitius,0.6688,0,BEAUTIFUL!!
@waitz001,-0.25,2,"Cancel all his government contracts, and send him back to where SA."
@Flyze17,0.0,1,King!!!!
@rsvk2144,0.0,0,Immigrants
@KieraNelson-t2p,0.0,1,Time is running out! Adaxum presale is nearly full! Act fast before it gets sold out!
@BilgiOzhan,0.5848,2,Only a few spots left in Adaxum presale — this is what first-mover advantage looks like!
@LONGLOTTfilms,0.0,0,Elon's shout-out to the Musk/Trump Amerika Deutscher Bund
@defnotteek,-0.5598,0,Y'all are so bitter.
@praveenakashdoctor5482,-0.4767,1,What's wrong with it?
@anthonypie9509,0.0,1,Appears
@WillaCopeland-n7k,0.821,1,Participated in the Adaxum presale today. Super smooth process and incredible potential rewards!
@Beaglemaster123,-0.3252,1,Not true
@bodhranlowd,0.0,0,Der Fuhrer
@zelloToiletsTalk,0.0772,0,"That is hail, Caesar nothing more."
@JDOE20,0.3612,1,He hit it like a dab in 2017
@elontrudeau,-0.8689,1,Money is the route of all evil. Made up billionaire. Evil prevails.
@johnnylatham9738,-0.296,1,No ...he didnt
@mioeroe1061,0.4559,0,"È il classico.saluto romano che ha origine nella Roma Imperiale! Roma.è caput.mundi e Elon la ama a quanto pare!
Da non confondere con quell'altro"
@Orca322,0.0,0,Drunken
@tomshublinski9054,-0.3252,2,"That is cultural appropriation, not nice."
@GennieFine,0.8313,1,"Tokenomics on point, a strong development fund, and a clear focus on community growth, Adaxum has it all!"
@darthalba3785,0.0,2,Oh no! Let's see what the ADL has to say about this! Oh...
@franzhohenzollern7047,0.6155,0,Full support from Finland  HAIL!
@eliseocarrillojr,0.6369,2,He did say his heart goes out to us. Maybe it was just his way of signaling that.
@ARONBurkhardt,0.0,1,Over 75% of ADX tokens sold already? Adaxum presale is heating up! Get in while you can!
@WeAreZeusInc,0.5423,2,He’s tossing heartfelt. I don’t see anything more than that.
@liamstacey419,0.8466,2,It’s clear to me that he means to Graz his heart and throw it out to everyone. He’s very socially awkward and this might be the best he can do. Still I’m no fan of his.
@SooJi-yq1xk,0.0,0,평화가 오래 지속 되다 보니 다시 미쳐가는군
@atreidesson,0.0,0,Как же плотно))
@slidah1222,0.0,0,
@holgerfriedrichsohn6894,0.6369,0,Is Don Duce Musk  in love with Meloni ?
@aegean_444,0.0,0,Ouch....
@elgwynnyapit2683,0.0,1,Damm this is slander on the mans intention
@tanganbabyrosak,0.212,0,hail hydra???
@Bupa-b1t,0.1901,0,"Lone Skum. Not lone, unfortunately."
@the_famous_reply_guy,-0.3595,0,"Gaslighting, no Laser Lighting!"
@es4582,0.0,0,
@joeyuno3846,0.1779,2,You need to take a side. Dismissing this to the peril of our democracy and liberty.
@christophercrowley9873,0.2732,2,Might as well consider it as such
@Dyskordium,0.0772,2,"Poland calls it: 5 beers gesture, for the first excuse made"
@DHOPW42,0.5267,2,"I honestly thought that the still images misrepresented this moment, but this is a case where the video is much, much worse than pictures :D"
@timmcdraw7568,0.6369,0,I love Mario brothers…
@gianlucapicarelli1555,0.0,1,Finalmente uno che sa come si saluta!
@Gunrun808,0.5423,0,People are just seeing what they want to see. We shouldn't burn a man just because he held out his hand incorrectly.
@minutesnippet,0.4749,1,The word intent means nothing nowadays against people you don't agree with or like. He has aspergers. Clearly just wasn't thinking about how he expressed himself physically.
@CallMeZulu,0.3182,2,It’s called a Bellamy salute the original pledge of allegiance to America.
@janishani1,0.5423,2,"Asking Universe to send your way as much healing energy as it can gather, seriously and sincerely."
@Bungle-UK,-0.4767,2,The sound of The Guardian scraping the barrel for something to cry about.
@TheTribal216,0.0,0,He’s basically rudolf hess
@colleenhamilton,0.0,0,Afrikaner
@adriancota3558,0.0,1,Day 1
@eliseoespaña1483,0.0,2,Es el saludo Bellamy ignorantes y manipuladores. Este saludo ya se hacía en EEUU en el Siglo XIX
@kakaomy3544,0.0772,0,Hail
@jezedwards3858,0.0,0,Pull the other one…!
@AmisH-q4h,0.3612,2,He even made a wagon for the people like ol adolf?
@wenterinfaer1656,0.0,2,What Martians will see
@IntertropicalConvergence-gf3bm,0.4215,1,lol ….
@MariaBilge-i8i,0.8395,1,"This is the most exciting presale of 2024. Adaxum is combining the best tech in AI, DeFi, and blockchain. I'm in!"
@julijajelic2953,0.0,0,Najebo si ko zec u kupusu
@middlesexomar7765,0.0,0,Geezers off his meds
@liens8009,0.0,0,i hear luigi’s name in the wind and in the rustle of the leaves.
@damianoledda5497,0.0,2,"He also gave it a little bit of ""hmmf"""
@Yusufiklil-s4l,-0.0258,1,Adaxum presale is aligning perfectly with the market sentiment right now. AI + DeFi is a killer combo.
@baibureh6025,0.0,1,We need china to come foward a take the lead
@izukimidori2764,0.0,0,Nein
@ethank1725,0.9095,2,"To me it just looks like a gesture to go along with ""my heart to you"" hand over the heart then waved out to the audience,  either way I don't care ,  by his policies and positions he takes are what will show his intentions"
@johncarnettie6804,0.0,1,"Oh bullS#"";! The Drill music video"
@glennsotona8819,0.0,2,"Look  "" Dr. G explanes "" body language analyst"
@akashsxo,0.0,1,Rocket Man
@zombieapocalipse2020,0.4019,2,The meltdown on here is hilarious
@BaymondRell,0.0,0,'Merika
@SamPashmi,0.6369,2,He meant his heart goes out to you
@greabo9544,0.0,1,"""Appears"" ..?"
@ThomasinePan,0.923,2,Projects like Adaxum with strong use cases and a clear vision often lead the next bull run. Definitely worth considering!
@yeetthebeatout6906,0.0,1,"""appears"""
@nandorblue,0.9702,2,Elon said he was giving his heart to the crowd while talking about how much love and gratitude he had and then made this gesture with his hand from his heart to the crowd.
@Justin-w3y,-0.34,0,Blame the tourettes
@josemama428,0.4215,2,Nice ️
@Forsaken860,0.0,1,This yall mans
@kirokirov-lu8cs,0.0,0,
@RisingPhoenix527,0.0,0,YIKES
@AlperDilek-pr9vm,0.4019,1,ICO of the year? Adaxum token is definitely in the running with its unique approach to DeFi and payments.
@ivaerz4977,-0.1779,2,Weird
@jimmurihiku8009,0.0,0,More disengenuious reporting..Shame.
@SamuelObierojr,-0.4767,1,What's wrong with that?
@FundaMutlu-d5j,0.3802,1,"It's always about being early. Adaxum token is still in its early phases, and I see huge potential here!"
@LeenSchellevis-m6i,0.0,0,Tesla SS
@JTpnoy777,0.0,0,The reglme this is it.
@nyq_skits,0.0,2,this has nothing to do with facism u ppl are just r
@Sesshosama92,0.0,1,"Se tu dall'altipiano guardi il mare,
Moretta che sei schiava fra le schiave
Vedrai come in un sogno tante navi
E un tricolore sventolar per te.
Faccetta nera, bell'abissina"
@JimKirk1776,0.0,1,I salute this Man...
@benzuelke3519,0.4404,1,I choose to believe he did it because he thought it was funny
@FeyzaRezan-j6f,0.8313,1,Early-stage projects like Adaxum can be life-changing if the timing is right. Bitcoin's rise might spark a great alt season!
@dougstirling6414,0.0,0,TRADER
@LarryKippings,0.8555,0,"Love Trump
Love Musk"
@MesutMutlu-k6k,0.6996,2,"Crypto projects with clear visions, like Adaxum, tend to dominate the market. The time to invest is now!"
@sahkmatow,0.0,0,️️
@serialexperimentslainkinnie,0.0,1,america is my favourite show
@Sickness2344,0.0,0,
@professormcclaine5738,-0.1531,2,"Hyperbolic hysteria. 
Calm down, it's Nixon waving as he left the Whitehouse in 1974."
@mercy8241,0.0,2,Bellamy salute. Just old American tradition
@ariannaitsme8809,0.5267,2,Guys yall are lookin too deep into what hes doing hes autistic and being silly and happy stop reaching for something that aint there
@DONNELLGrice-u7p,0.5562,1,Looking for a presale with strong fundamentals? Adaxum is delivering on all fronts!
@James_Barris,0.0,2,"It’s called a Bellamy salute
WGAF"
@PeterArgun,0.0,0,
@Sickness2344,0.0,0,We are so back!!
@jaywilliams1942,0.0,1,He did the thing
@leilaniaileenlove,0.5859,1,Wow.
@mattbarker269,0.4588,0,Haha he is a wind up isn't he. Guess some fall for it.
@jtlearn1,-0.3182,1,You just lost my viewership
@LomaWild-k8d,0.0,1,Literal delusion in the comments hahahahaha
@KnightGaming206,0.0,2,"Elon Musk accidently makes a salute similar to that one salute, and now the media is going after him."
@drewopal9283,0.3612,2,And the ADL gave him cover like he was on their football team.
@tacituskilgore2016,0.0,2,Kinda based Roman salute. He needs to work on his form more. Closed fingers straighter arm.
@markcoleman7246,0.0,0,BASED!
@bvbyphvt,0.6369,2,Hes literally putting his heart out there
@SB-kd8le,0.9274,2,He said thank you my heart goes out to you and clearly touched his heart with his had motion it outwards as in my heart....goes... out ... to.... you
@blablabla1196,0.9517,2,"Dude is playing all of you. He’s obviously trolling. Do you really think he’s not aware of what this will be interpreted as? Guy is obsessed with protecting freedom of speech. Whether you like him or not, he is a strong advocate for it. This is clearly him trolling and making a statement about freedom of speech."
@SeanDon14,0.0,2,It’s called Ballamy Salute..  It’s Roman..  We use it in the Predge Of Allegiance which is every morning in schools.
@joebeermaster5495,0.2023,2,Stop stop...other. cultures do this as a show of love. Stop twisting.
@71518,-0.3182,0,Anti Rep Propa Begins
@thatguythatmakestuff3994,-0.5563,1,"He really did something very dumb, aspergers i guess"
@Vesko33,0.0,1,Appears?
@dansu92833,0.0,0,Sig hill
@Lucky-i2s8r,0.3612,1,I like
@ivanastierankova2089,0.0,0,
@Leon-l5p3t,-0.6792,2,"Maybe not the best gesture to be making but context does actually matter. 

The Guardian is looking to get sued. This kind of “journalism” is part of the problem. The choice of words “appears to” means the Guardian knows they are skirting a very thin line."
@JoelTrujillo,0.0,2,i cant believe we made it this far
@Dawlish44,0.0,0,We.Are.So.Back
@MountainBiky,0.3612,2,"The guy has autism guys, give the man a break.... he obviously didn't mean it that way. This is someone whose visited and supports Isreal."
@Justin-w3y,0.5719,0,"Be loves us ""this much"""
@FOSTERJin,0.3612,1,"Trump is for crypto, and new projects like Adaxum will rise in the following years."
@-R-.,0.4926,2,You all so much into bs! I hope he buy the guardian and close it
@RodentHunter,0.7717,0,The long arm of the Israeli special forces can certainly reach Elon Musk just like they did inside of Iran.
@mrzomboed,0.5574,1,HERO OF TODAY:
@stephenbeevers2565,0.4753,2,Behave lol he was signaling flying to the stars and Mars!
@jacobbell1469,0.9638,2,I don’t care about Elon musk at all or anything but this is not a proper salute. It appears he was making a gesture saying his heart goes out to you throwing his heart at the audience basically. I believe if he did the salute properly he would have had a knife hand the entire time but he was grabbing his chest and throwing it at the audience. But what do I know.
@victorhuerta6786,0.0,2,Out of context
@KevinGallant10,0.7804,2,Hes a funny guy who likes to troll lol I'm not surprised
@LindaLutz-i2m,0.4588,1,Oh come on. It was a salut of passion.
@oxerful5426,0.3182,0,3 hours into the presidency bro calm down
@ROGERWebster-b4r,0.5197,1,"Don’t sleep on Adaxum, especially with altcoins gaining momentum. Early bird gets the worm!"
@JudithSzymanski,0.8016,1,The Adaxum team is setting the bar high for presales. Transparency &amp; bonuses equals community trust!
@NazanAylin,0.7351,1,"The altcoin season is heating up, and projects like Adaxum are perfectly positioned to dominate the market."
@flyaroundtheroom,0.6369,2,"Omg it’s a gesture of what he’s saying, “my heart goes out to you,”"
@SHELDONBruno-h9s,0.5719,1,"2025 could be Adaxum's year. With alts looking bullish, this presale might be the perfect entry point"
@noble6978,0.0,1,Guardian already back to making up things and inventing context
@HILTONWhitaker,0.8748,1,Adaxum ADX is the perfect blend of DeFi innovation and real-world utility. Early investors stand to gain the most!
@FundaGuliz,0.7525,1,"Bitcoin breaking 100k again is HUGE! Alts are heating up, and Adaxum seems like a solid early-stage investment right now"
@88_DAVID_LANE,0.0,0,W.P.
@MaximinaCaudle,0.6239,1,Investing in Adaxum presale feels like catching Ethereum in its early days. Huge potential here!
@ARTUROMagallanes-h5c,0.3818,2,"Why invest in Adaxum? Simple: cutting-edge technology, real-world use cases, and massive growth potential."
@edrusiackas8209,0.5255,0,Hail victory!  Nice.
@germmanator,0.3612,2,Looked like a side dab to me
@LailaDouglas-n8q,0.3382,1,Adaxum's ecosystem and AI features look like a game-changer. Investing early might pay off big time!
@SibelFevzi,0.8481,0,"Bitcoin's pump is great, but the real opportunities lie in gems like Adaxum token, while they’re under the radar."
@braeznllc,-0.296,1,oh no
@UlrikeHelm-l6g,0.8398,1,"Adaxum innovative E-commerce platform, combined with its scalable DeFi solutions make it a game-changer in the crypto space. Early investment opportunities like this don't come often!"
@CharitaYounger,0.636,1,ICOs like Adaxum ADX thrive during alt runs. Early investment now could mean massive gains in the near future!
@michaellayton7373,0.2263,2,"“It's easier to fool people than to convince them that they have been fooled.”
― Mark Twain"
@KoenStrobbe-fv5us,0.1561,1,"As a Belgian, when I saw Musk do the gesture, i literally gasped out loud ""oh wow"".
This is not a joke.
Just shocked."
@blvdes,-0.3612,1,i'm already exhausted
@Lolifail01,0.7509,2,"What’s most alarming isn’t the fact that this is unfolding, but the absence of any meaningful pushback against it. That’s what truly chills me"
@Krsto777,0.0,1,"“The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command.”
― George Orwell, 1984"
@jackson857,-0.5563,1,"I think the most disturbing thing to all this happening is not that it's actually happening, it's that there is ZERO resistance to it happening."
@LegDayLas,0.7351,0,"""So this is how liberty dies... with thunderous applause"""
@BIONIC46,-0.6195,1,"I just keep hoping to wake up from a really bad nightmare.  Sadly, I am awake and speechless"
@juliusapriadi,-0.34,2,"In Berlin I now see Teslas with bumper stickers ""I bought this before Elon went crazy""."
@bethaniejify,0.802,1,Josh Johnson’s insistence on recognizing MLK was the best part of this.  It’s the first time I laughed today.
@normalityrelief,0.6486,1,That smile Melania flashed after the strategic hat maneuver succeeded said everything
@Murdog_Nbg,0.5182,1,Here from Germany. Have friends in the US. Visited the country multiple times and really enjoyed it 2005-2018. But what happens the last 8-10 years leaves me speechles. Idiocracy is here.
@nomorepikachu,0.4588,1,Melania looked like she was attending a funeral and honestly? On point.
@nolongerblocked6210,-0.0516,1,"Trump calling out ""the establishment"" when he & most of the people there are billionaires & millionaires is peak 2025 irony"
@jefftaylor8644,-0.6249,2,The worst part about this day was the way television was trying to normalize it
@RiotMonster,-0.2479,1,"I am SOOOOO grateful you came back, we needed your voice so badly now more than ever"
@ReverbAndBeer,-0.6921,2,"My 102 year old Mom (19 when the US entered World War 2) says she's ""seen this before and it doesn't turn out well, for anybody""."
@lcdc27,-0.4199,1,When it all stares you right in your face and people still wilfully ignore it!
@Ameretatt,0.0,1,"When they show you who they really are, BELIEVE THEM!"
@myke113,-0.4019,1,"First they came for the journalists,
and I did not speak out—
because I distrusted the media.

Then they came for the immigrants,
and I did not speak out—
because I was not an immigrant.

Then they came for the educators,
and I did not speak out—
because I was not a teacher.

Then they came for the activists,
and I did not speak out—
because I was not an activist.

Then they came for the voters,
and I did not speak out—
because I thought my rights were safe.

Then they came for me—
and there was no one left to speak for me."
@hivarasoul8875,0.0,1,I think we need Jon Stewart more than once a week for the next 4 years.
@BatXDude,0.5574,1,It's getting harder and harder to laugh at all of this.
@princesslluviacaemercury4136,-0.3089,1,"""You can't support a traitor and still claim to be a patriot ""
   -- Jon Stewart"
@GigiSpruill,-0.5661,2,Michelle said “Absolutely not today!”  Love her
@awntr024,0.5106,1,the first thing my gf and I said when we saw the hat is she’s using it as barrier to prevent him from kissing her. what a time we live in.
@quirkthekenku,0.7207,2,"I'm SO glad they showed the clear unmistakable second ""awkward gesture"""
@merlenevs,0.5859,0,"What Americans fought against in 1945, they now cheerfully applaud in 2025."
@theesweatydrummer,0.6249,0,Stewart is always great at not addressing fascism directly.
@HashimThaDream,0.3612,1,The only way I can consume my news without wanting to rip my face off. Thank you Daily Show
@sherrygriep2481,0.3612,1,Thank you for the laughs....it keeps me from actually throwing up.
@FadingVitals,0.2173,2,"I’m German and I’m shocked!
This is deeply concerning.
Please don’t just watch your democracy disappearing!"
@ajt2329,0.4515,1,"""do people still dab on the haters??"" Jon is a national treasure hahaha"
@HalETosis,-0.7523,2,"The Senate failed to convict and disqualify him from office, the Justice system failed to fully prosecute, the Supreme Court failed to uphold the 14th Amendment, Section 3, and us voters failed as the last line because eggs were expensive for completely unrelated reasons. I have little faith in checks and balances."
@ml1735,-0.1761,0,Coming from Germany this gesture from elon musk really Freaks me out...
@wendymonette9958,-0.2292,0,"What this show does to keep America in better spirits is not easy. Thanks for being there, Mr. Stewart."
@dannyrozhon6532,0.1759,1,I think Bidens last minute pardons were 100% necessary to keep Trump & company from being petty!
@Tobi806,-0.7425,2,As a german seeing that gesture is the most disturbing thing I’ve ever seen in modern politics. Just insane
@Max_Doubt,0.2901,1,"""America? Can we talk? We don't mean to tell you how to run your country and we're not trying to scare you but..."" -Germany"
@rosimom,-0.0258,1,"I dare him to do that in Germany, truly. That comes with a three year prison sentence."
@TheShakasgirl,0.6981,2,loved this entire segment…well done!!!
@montecristo1845,-0.9062,1,"No one is allowed to pretend to be surprised by whatever happens after today. No one.

Edit: First of all, thank you for all the likes.  
Second, I’m afraid I must explain to some of you who misinterpreted my comment. I’m not suggesting the future is unavoidable or we must accept what happens next. I am merely preemptively scolding those who voted for Trump but are telling the rest of us that he won’t do any of the bad things he said he would on the campaign trail. 
They always tell us he says what he means and means what he says; but if it’s horrible he’s only joking. Right…
(As of writing this, these are the same people denying the Not-see salute we all saw Elon Musk perform at the inauguration.)"
@dahor6655,0.3502,1,"Jon, please don't leave us these next 4 years. We need you more than ever."
@MarshEntertainment,-0.228,1,"So grateful for Jon Stewart and the daily show, we’re stressed and struggling with the news and everything happening, we need people calling more out"
@michellelarue6920,0.6467,2,"Love your show!  Bitter truth in digestible bites! 
Call your representatives everyone."
@rikiroos3100,-0.5423,2,"After Elon Musk saying the election is ""saving civilization"", the rhetoric of whites supremacists, and then the salute in case there was any doubt"
,-0.296,1,"First they came for the socialists, and I did not speak out—because I was not a socialist.
Then they came for the trade unionists, and I did not speak out—because I was not a trade unionist.
Then they came for the Jews, and I did not speak out—because I was not a Jew.
Then they came for me—and there was no one left to speak for me.
—Martin Niemöller"
@Stylishgirlny,-0.2023,0,Michele Obama skipping the handover to fascists is my 2025 vibe
@SarahEthelinde,0.8718,1,Thank you Josh Johnson. I did not watch the inauguration. I went to an MLK celebration today where I saw our children our future being celebrated and working towards Justice equity and people's lives!
@iitstre_4550,-0.7506,1,"There’s still idiots that are going to fight till their last breath to argue that Elon didn’t do… EXACTLY what we saw him do. It’s just sad, actually there’s no word to explain how horrible those people are, but here we are… AGAIN"
@Dwazedas,0.7717,1,"The Austrian painter was also democratically elected AFTER his attempt at a coup. He cleverly used popular sentiments during the recession to gain power.
The parallels between the start of WWII and WWIII are incredible."
@LeBron121,-0.659,0,"I live in Quebec, Canada. Majority of people are very anxious now. It's completely crazy what happen with our american friends. Scary to think this most powerful country can destruct our economy or invade us now."
@amygrindhouse4193,0.3384,0,"as an european, i am deeply concerned about what is happening right now in america. this shitshow is not going to end very well for all americans..."
@casanovafrankenstein4193,0.4019,0,"""From this moment on, America's decline is over."" Yes, because we've hit rock bottom."
@TheMonochromeDream,0.3612,1,Thank you for telling it as it is. That man knew what he was doing.
@timczifrik,0.9085,1,"Oh.. I needed this laugh after the past few days.. !!  Thanks Jon, and please stay around because we're gonna need the giggles during the next 4 years...!!!"
@fooguwu,0.3612,1,thank you for doing what every other news outlet is too afraid to do by calling that salute what it was
@hairymelon65,0.7959,2,Love how the media referred to as “odd”. It wasn’t “odd” to me. It was loud and clear!
@Mazda6race,-0.8827,2,"This is not just a ""one arm gesture""! Everybody should call it what it is! What a disgrace to every american who lost his life in the war against the Naszis!"
@AWMJoeyjoejoe,0.0,2,In any civilised country he would be rotting in jail
@bk9852,0.0,0,Give it up for Michelle Obama
@lightingbug,0.8395,1,Thank you Josh Johnson!  For helping us remember the reason for the celebration of today.  Happy MLK Day!
@ssamcobalt4956,0.0,0,AOC has a backbone too
@jamesk8s1,0.0,2,"I will not shed one single tear for the Americans who voted for this, and what is about to unfold."
@mvflp2218,0.6705,1,The politicians tell the jokes and the comedians tell the truth.
@kmandutwo,-0.5256,2,I'm so ashamed of this country
@trentonvail6388,0.5719,1,We need someone like John Stewart to run.  I dont know how this will work in 4 years but we need someone who is competent.
@MrPasseh,0.7691,2,"I normally find vids like these help, but this time I can't find anything to laugh about, just despair and no shortage of it."
@alexschott2092,0.5458,1,"Thank you, Jon, for covering some of the highlights of this death knell of the USA's representative democracy presidential inauguration ceremony of Trump. 

I didn't have the stomach to watch (due to the sheer despair and horror over the multiple disasters this has setup for this nation and its allies) but I appreciate the work you and the rest of the Daily Show put in to cover these events and try to give a comedic take in these unprecedented times. It's not much comfort right now, but the effort is still appreciated."
@Ernoburger,-0.8003,1,"You realize when he repeatedly talks about ""betrayal"" that echoes the rhetoric in 1930s Germany about ""being stabbed in the back"", right? Also, the way he talks is so dark and gloomy. There is no hope and joy there. Just Trump darkness."
@cheryledwards3715,-0.4019,0,We are in trouble
@debgrant8776,0.3818,1,"Jon thank you for coming back to the Daily Show, I so need you to make me laugh in these horrible circumstances."
@ThickCheese,0.6027,2,FYI to those saying it was a Roman salute are wrong! The Roman salute was never used in Ancient Rome and was only a modern invention for plays and films and well a certain german guy in 1940s
@pitraszek,-0.5792,0,"World is watching in disbelief... ""just what is wrong with you America??!"""
@jeringjering,0.3612,1,Thank you Jon
@verward,0.1695,2,"Let's not forget Musk is a pre-90s white guy from south-africa, not exactly the least likely group to be white-supremacist."
@ValcryeTheSecond,0.0,2,"The scariest part is how many people in power weren’t willing to stand up for the last 4 years for what’s right, and led us right back into this"
@dunger1531,0.0,1,President musk knew exactly what kind of salute he was doing…twice.
@RocketQueen_LT,0.4926,1,"Pure gold, Daily Show! Thanks Jon Stewart, you should get an academy award️"
@rjw4159,-0.3264,0,I have never felt less proud to be an American.
@RadioJosiah,0.7906,1,That messenger pigeon graphic was worth it. I needed that laugh. Thank you.
@geertcrommentuijn,0.0,2,We had one of those politicians in germany about 85 years ago…
@HomelessWoodsman,0.4199,1,Thank you!
@trishmurphy1941,0.6705,0,Federman is giving the ceremony the respect it deserves
@Krobra91,0.7003,0,"my favorite part watching hillary clinton giggle at ""gulf of america:"""
@DystopianUtopia8,0.0,2,"It's an oligarchy, not a democracy."
@Katness07,0.8715,1,Josh Johnson! Great to see you there! Love your shorts on YT.
@WenzelCoxswain,0.7351,1,"Thank you Daily Show, big shout out to Josh Johnson for saying what needed to be said today, excellent writing and performance"
@yousifhela,0.4019,2,Elon definitely meant that gesture 100% he knew what he was doing.
